relVar.total	factor	lower.total	upper.total	set	includesBatch	region	no.familys	no.childrenPerFamily	no.muts.pp
0.05864387398793378	familyNr	0	0.30634528100431524	cohort1	TRUE	unique	37	1.0474967907573813	22.363970588235293
0.20152642522231212	familyNr	0.010345436897023056	0.38630723262310174	cohort2	FALSE	unique	43	1.0352846832397755	29.15646785437645
0.052095802583132636	familyNr	0.019213411728525077	0.08746355391392059	cohort3	TRUE	unique	1635	2	33.067278287461775
0.020679138152630578	familyNr	0	0.05724150641858171	cohort4	FALSE	unique	45	9.333333333333334	29.466666666666665
